"ELR_ZONE","ELR","ELR_SYSID","ELR_STARTMILES","End Mileage","ELR_DESCRIPTION","ELR_SUBZONE","ELR_DRNMOD","ELR_STATUS"," ELR_INCLUDE","ELR_SMA","ELR_ELECTRIFICATION"
"QF","POC1","3114","0.0000","3.0550","BILLINGHAM JN - PHILLIPS PETROLEUM DEPOT JN","HFJ1","","","false","",""
"QF","POC2","3754","3.0550","5.0462","PHILLIPS PD JN - PORT CLARENCE BRANCH","HFJ1","","","false","",""
"QF","PSE","4116","143.0880","154.0660","OLD REGIONAL BDRY.TO SHIREOAKS EAST JN (CONT.FROM PYE BRIDGE OF PBS3)","HFJ4","","","false","",""
"QF","PSP","0","0.0000","0.0285","PARKGATE","HFJ4","","","false","",""
"QF","PYE1","4055","106.0733","106.1178","PYEWIPE (IMMINGHAM EAST DOCK JCN TO MILEAGE CHANGE)","HFJ4","","","false","",""
"QF","PYE2","4058","0.0000","4.0726","PYEWIPE (MILEAGE CHANGE TO GRIMSBY DOCKS BRB/ABP BOUNDARY)","HFJ4","","","false","",""
"QF","PYE3","7117","4.0726","4.1738","PYEWIPE (GRIMSBY DOCKS WITHIN ABP BOUNDARIES)","HFJ4","","","false","",""
"QF","REB2","3764","0.1055","22.0700","CASTLE HILLS INNER JN - REDMIRE (TARMAC)","HFJ7","","","false","",""
"QF","ROT","4036","20.0057","20.0636","REDCAR ORE TERMINAL BRANCH","HFJ1","","","false","",""
"QF","RSC","0","7.0526","7.1320","ROUNDWOOD CHORD JCN TO SILVERWOOD COLL'Y","HFJ4","","","false","",""
"QF","RUB1","3766","0.0000","1.0198","RUFFORD JN - BILSTHORPE COLLIERY JN","HFJ4","","","false","",""
"QF","RUB2","3767","1.0198","4.0351","BILSTHORPE CLLY JN - BILSTHORPE CLLY","HFJ4","","","false","",""
"QF","RUC1","6590","0.0000","2.0184","RUFFORD COLLIERY JCN - RUFFORD COLLIERY HEADSHUNT","HFJ4","","","false","",""
"QF","RUC2","0","1.1100","1.1540","RUFFORD COLLIERY - JCN FOR RUFFORD COLLIERY","HFJ4","","","false","",""
"QF","SAN","3106","0.0000","1.1540","SANTON IRON ORE BRANCH","HFJ4","","","false","",""
"QF","SBF","3107","205.1213","208.1300","SHIPLEY BRADFORD FORSTER SQUARE","HFJ6","","","false","",""
"QF","SCD","4039","0.0000","0.0616","SCUNTHORPE TRENT JNC DAWES LANE JNC","HFJ4","","","false","",""
"QF","SEA1","6973","0.1430","1.1430","SEAFIELDS BRANCH","HFJ1","","","false","",""
"QF","SEC","3113","0.0000","0.0726","SELBY CANAL JN - SELBY WEST JN","HFJ7","","","false","",""
"QF","SEL","3768","161.0539","161.1386","TINSLEY SOUTH JN - SHEPCOTE LANE WEST JN","HFJ4","","","false","",""
"QF","SEY","0","151.1688","152.0660","SEYMOUR COLLIERY BRANCH","HFJ4","","","false","",""
"QF","SHB","2722","161.1144","173.1164","SHEFFIELD BARNSLEY","HFJ4","","","false","",""
"QF","SHC","0","144.0154","144.1496","SHIREBROOK COLLIERY","HFJ4","","","false","",""
"QF","SHG","3117","13.0418","14.0748","SHERBURN JN - GASCOIGNE WOOD JN","HFJ7","","","false","",""
"QF","SHW","3118","153.1561","154.0792","SHIREOAKS WEST JN - WOODEND JN","HFJ4","","","false","",""
"QF","SIC1","0","10.0000","13.0000","SILVERWOOD COLLIERY H'DSHUNT - 11MP","HFJ4","","","false","",""
"QF","SIC2","0","0.0066","13.0242","11MP - THRYBERGH JN (SILVERWOOD COLLIERY BRANCH)","HFJ4","","","false","",""
"QF","SJM1","3558","166.1249","167.0385","SWINTON JN - 167M 385Y (MILEAGE CHANGE)","HFJ4","","","false","",""
"QF","SJM2","4040","15.0079","15.0880","15M.0079Y (MILEAGE CHANGE) 15M.0880Y","HFJ4","","","false","",""
"QF","SKB","0","165.0880","166.0880","SOUTH KIRKBY COLLIERY BRANCH (OPEN SIDING)","HFJ6","","","false","",""
"QF","SKM","3121","0.0100","0.1232","SOUTH KIRKBY JN MOORTHORPE STATION JN","HFJ6","","","false","",""
"QF","SKS1","3770","220.1408","222.1487","SKIPTON STATION NTH JN - EMBSAY JN","HFJ6","","","false","",""
"QF","SKS2","3771","0.0000","6.1152","EMBSAY JN - GRASSINGTON (PART CLOSED)","HFJ6","","","false","",""
"QF","SKW1","6318","221.1495","230.0000","SKIPTON - WENNINGTON JCN","HFJ6","","","false","",""
"QF","SMJ1","2756","166.1297","168.1408","SWINTON JN TO MILFORD JN (SWINTON JCN TO DEARNE JCN PORTION)","HFJ4","","","false","",""
"QF","SMJ2","6289","0.0000","17.0330","SWINTON JN TO MILFORD JN (DEARNE JCN TO BURTON SALMON PORTION)","HFJ7","","","false","",""
"QF","SMJ3","2761","15.0088","16.1518","SWINTON JN TO MILFORD JN (BURTON SALMON TO MILFORD JN PORTION)","HFJ7","","","false","",""
"QF","SOT","4060","0.0000","1.1122","SEATON ON TEES","HFJ1","","","false","",""
"QF","SPC9","1761","146.0001","146.1298","CLAY CROSS S JN - TAPTON JN (CHESTERFIELD)","HFJ4","","","false","",""
"QF","SPD3","3175","98.0881","98.1217","GREETWELL W JN - TRENT E JN (GAINSBOROUGH)","HFJ4","","","false","",""
"QF","SPD4","4062","98.1518","107.0880","TRENT WEST JN - BESSACARR","HFJ4","","","false","",""
"QF","SPW","3127","1.0638","1.1232","SPRINGBANK ROAD JN WALTON STREET JN","HFJ7","","","false","",""
"QF","SSG","4041","0.0000","1.0000","SCULCOATES GOODS (OPEN SIDING)","HFJ7","","","false","",""
"QF","SSK1","3841","26.1599","34.0726","SALTBURN W JN - SKINNINGROVE (CLEVELAND POTASH)","HFJ1","","","false","",""
"QF","STF","3133","-0.0009","10.1320","NORTON SOUTH JN - FERRYHILL SOUTH JN","HFJ1","","","false","",""
"QF","SWP","3136","-0.0005","0.0994","SHIREBROOK JN - WARSOP JN","HFJ4","","","false","",""
"QF","TCF","0","100.0572","100.1232","TYNESIDE CENTRAL FREIGHT DEPOT","HFJ6","","","false","",""
"QF","TCW1","3842","170.0991","174.0242","TEMPLE HIRST JN - SELBY SOUTH JN","HFJ7","","","false","",""
"QF","THC","0","3.0858","6.0704","THURCROFT COLLIERY","HFJ4","","","false","",""
"QF","TJC1","2748","146.1298","160.0749","CHESTERFIELD (TAPTON JN.) TO COLNE {TAPTON JN. - FREIGHT TERMINAL JN}","HFJ4","","","false","",""
"QF","TJC2","2752","160.0748","163.1628","CHESTERFIELD (TAPTON JN.) TO COLNE {FREIGHT TERMINAL JN - MASBORO' C.O.M.}","HFJ4","","","false","",""
"QF","TJC3","2740","161.1694","221.1496","CHESTERFIELD (TAPTON JCN) - COLNE {MASBORO' C.O.M. - COLNE}(PART CLOSED)","HFJ4","","","false","",""
"QF","TJG2","3861","0.0000","13.0770","THORNE NORTH STN COM - GILBERDYKE  {MILEAGE RUNS IN OPPOSITE DIRECTION}","HFJ7","","","false","",""
"QF","TNC","0","0.0000","0.0550","TREETON NORTH JN - CATCLIFFE JN","HFJ4","","","false","",""
"QF","TST","6977","0.0000","0.0484","TINSLEY CHORD","HFJ4","","","false","",""
"QF","TSY","6044","11.1301","13.1429","TEES YARD","HFJ1","","","false","",""
"QF","TYB1","3890","68.0692","71.1738","CLARBOROUGH JN - COTTAM CEGB (TORKSEY BRANCH) <FORMERLY COT>","HFJ4","","","false","",""
"QF","TYC","3152","0.0000","0.0924","THORESBY COLLIERY","HFJ4","","","false","",""
"QF","WAG1","1994","47.0781","73.1144","WAKEFIELD GOOLE (WAKEFIELD-ENGINE SHED JN)","HFJ7","","","false","",""
"QF","WAG2","4048","0.0000","0.1408","WAKEFIELD GOOLE (ENGINE SHED JN - POTTERS GRANGE JN)","HFJ7","","","false","",""
"QF","WAG3","0","73.1144","74.0000","GOOLE DOCKS (OPEN SIDING)","HFJ7","","","false","",""
