QD,USY,123,109.1331,110.0535,"UP SIDINGS YARD (WESTBURY)",,1,0,FALSE,,
QD,VIC,145,0,0.055,"OLD OAK COMMON E JN <WR> - NORTH POLE JN <SR>",,1,0,FALSE,,
QD,WBB,124,24.008,28.1214,"WYCOMBE BRANCH (PART CLOSED)",,1,0,FALSE,,
QD,WEL1,125,6.1149,8.1693,"WEST EALING LOOP",,1,0,FALSE,,
QD,WEL2,126,8.1454,9.0147,"WEST EALING LOOP",,1,0,FALSE,,
QD,WES,146,94.0969,97.0022,"WESTBURY AVOIDING LINE",,1,0,FALSE,,
QD,WEY,127,96.0205,130,"THINGLEY <WR> - DORCHESTER JN <SR>",,1,0,FALSE,,
QD,WIN,147,18.0787,21.0463,"WINDSOR BRANCH",,1,0,FALSE,,
QD,WOG,148,120.0308,120.1518,"WORCESTER GOODS LOOP {EX. WOR}",,1,1,FALSE,,
QD,WQL,128,2.0847,2.1168,"WHATLEY QUARRY LINE",,1,0,FALSE,,
QD,WSM,88,135.0232,139.0124,"WESTON SUPER MARE LOOP",,1,0,FALSE,,
QD,WTZ,89,162.1298,163.1045,"(CLOSED) TAUNTON WEST LOOP",,1,1,FALSE,,
QD,WYL,129,94.1716,95.0708,"WESTBURY EAST LOOP",,1,0,FALSE,,
QD,XRC,151,0,7.0623,"PORTOBELLO JUNCTION TO STEPNEY GREEN JUNCTION",,1,0,FALSE,,
QD,YAT,90,120.0069,121.059,"YATE BRANCH (YATE SOUTH JN - WESTERLEIGH JN)",,1,0,FALSE,,
