"ELR_ZONE","ELR","ELR_SYSID","ELR_STARTMILES","End Mileage","ELR_DESCRIPTION","ELR_SUBZONE","ELR_DRNMOD","ELR_STATUS"," ELR_INCLUDE","ELR_SMA","ELR_ELECTRIFICATION"
"QC","PTH","6887","0.0005","1.0284","PENARTH BRANCH","HCJ6","","","false","",""
"QC","PTZ","0","0.0000","0.0946","PORT WALLAROO DOCK BRANCH","HCJ6","","","false","",""
"QC","PWE","0","0.0213","4.0880","PONTARDAWE BRANCH","HCJ6","","","false","",""
"QC","RAD","4133","0.0326","4.0956","RADYR BRANCH","HCJ6","","","false","",""
"QC","RDY","0","3.1672","4.0759","(CLOSED) RADYR DOWN YARD","HCJ6","","","false","",""
"QC","RMY","0","3.1685","4.0935","ROATH MARSHALLING YARD","HCJ6","","","false","",""
"QC","ROA","4386","3.0946","4.1188","ROATH BRANCH","HCJ6","","","false","",""
"QC","ROA9","0","3.1685","4.0935","NOT USED  -  NOW INCLUDED IN ROA (ROATH BRANCH)","HCJ6","","","false","",""
"QC","ROC","4387","168.0440","168.1320","ROATH DOCK BRANCH (FORMERLY ROD)","HCJ6","","","false","",""
"QC","ROS","0","27.0950","29.0753","ROSS ON WYE & LITTLE MILL JN BRANCH","HCJ7","","","false","",""
"QC","RPD","0","4.0097","4.0728","(CLOSED) RADYR PRE-ASSEMBLY DEPOT","HCJ6","","","false","",""
"QC","RSB","4388","19.0300","20.0533","RHONDDA & SWANSEA BAY LINE","HCJ6","","","false","",""
"QC","SBA1","1545","0.0000","16.0418","SUTTON BR JCN - WELSHPOOL","HCJ7","","","false","",""
"QC","SBA2","1549","31.0462","95.1312","WELSHPOOL COM - ABERYSTWYTH","HCJ7","","","false","",""
"QC","SBK1","4404","146.1551","147.0051","SUDBROOK BRANCH","HCJ6","","","false","",""
"QC","SBK2","4403","0.0000","0.1606","SUDBROOK BRANCH","HCJ6","","","false","",""
"QC","SDI1","4406","206.0308","208.1086","BRITON FERRY UP FLYING LOOP JN/COURT SART JN - MILEAGE CHANGE SDI1/SDI2","HCJ6","","","false","",""
"QC","SDI2","4409","0.0000","10.1417","MILEAGE CHANGE SDI1/SDI2 - MORLAIS JN (SWANSEA DISTRICT LINE)","HCJ6","","","false","",""
"QC","SHL","971","0.0230","52.0409","SHREWSBURY & HEREFORD LINE","HCJ7","","","false","",""
"QC","SKD","0","0.0090","0.0257","SWANSEA KINGS DOCK JN TO SOUTH DOCK","HCJ6","","","false","",""
"QC","SMI","0","0.0417","13.0066","SOUTH WALES MINERAL LINE","HCJ6","","","false","",""
"QC","SND","0","215.1397","216.0913","SWANSEA NORTH DOCK BRANCH (FORMERLY SNB)","HCJ6","","","false","",""
"QC","SNK1","0","0.0257","0.1707","SWANSEA DOCKS - BURROWS JUNCTION TO D. SHED","HCJ6","","","false","",""
"QC","SNK2","0","0.0483","1.0746","SWANSEA DOCKS - PRINCE OF WALES DK VIA COAL DUMP/NO 4 QUAY","HCJ6","","","false","",""
"QC","SNK3","0","0.0340","0.0757","SWANSEA DOCKS - DRAGON SHIPPING / ROSE WHARF","HCJ6","","","false","",""
"QC","SNK4","0","1.0185","1.0647","SWANSEA DOCKS - A & B SHEDS TO PRINCE OF WALES DOCK","HCJ6","","","false","",""
"QC","SWA","4418","214.1374","216.0145","SWANSEA HIGH STREET BRANCH","HCJ6","","","false","",""
"QC","SWL","4426","0.0000","0.1163","SWANSEA LOOP","HCJ6","","","false","",""
"QC","SWM2","998","129.0001","280.1547","SOUTH WALES MAIN LINE (GLOUCESTER YD JN - NEYLAND)","HCJ6","","","false","",""
"QC","SWR","0","0.0000","0.0440","CARDIFF EAST BRANCH (SOUTH WALES RLY) (FORMERLY CEZ)","HCJ6","","","false","",""
"QC","SYC","1836","2.1321","32.0663","SHREWSBURY CREWE JN - CREWE STH JN","HCJ7","","","false","",""
"QC","TAD","4600","0.0000","2.0330","TRECWN BRANCH","HCJ6","","","false","",""
"QC","TBD","4472","13.0792","20.1598","TAFF BARGOED BRANCH","HCJ8","","","false","",""
"QC","THT","3286","13.0090","24.0088","TREHERBERT BRANCH","HCJ8","","","false","",""
"QC","TWD","0","0.0000","0.0968","TAFFS WELL DEPOT","HCJ8","","","false","",""
"QC","TYZ","0","0.0061","0.0528","TYCOCH LOOP","HCJ6","","","false","",""
"QC","VOG","4476","0.0000","19.0112","VALE OF GLAMORGAN LINE","HCJ6","","","false","",""
"QC","VON","4481","12.0880","47.0330","VALE OF NEATH LINE","HCJ8","","","false","",""
"QC","VOT","4486","18.0374","29.0880","VALE OF TOWY LINE","HCJ7","","","false","",""
"QC","WAH","7008","148.0199","148.0275","WORCESTER & HEREFORD LINE","HCJ7","","","false","",""
"QC","WDB1","2053","0.0033","13.0880","WREXHAM CENTRAL - HAWARDEN BRIDGE","HCJ7","","","false","",""
"QC","WDB2","6135","13.1705","14.0354","DEE MARSH W JN - HAWARDEN BRIDGE (CHESTER-CONNAHS QUAY RLY)(C18)","HCJ7","","","false","",""
"QC","WDB3","6136","11.0001","13.1705","BIDSTON DEE JN - DEE MARSH W JN (NORTH WALES-LIVERPOOL RLY)(N16)","HCJ7","","","false","",""
"QC","WSJ2","6615","170.1101","202.1320","STAFFORD RD JN - SALTNEY JN","HCJ7","","","false","",""
"QC","WVL","4537","0.1675","14.0453","WESTERN VALLEYS LINE","HCJ6","","","false","",""
"QC","WYE","0","-0.0015","1.0293","WYE VALLEY BRANCH","HCJ6","","","false","",""
"QC","YNL","0","0.0108","1.0891","YNYSYBWL LOOP (STORMSTOWN JN TO WINDSOR PASSING JN)","HCJ6","","","false","",""
